data_year,utility_number,utility_name,state,ba_code,reporting_year_incremental_annual_savings_energy_savings_mwh_residential,reporting_year_incremental_annual_savings_energy_savings_mwh_commercial,reporting_year_incremental_annual_savings_energy_savings_mwh_industrial,reporting_year_incremental_annual_savings_energy_savings_mwh_transportation,reporting_year_incremental_annual_savings_energy_savings_mwh_total,reporting_year_incremental_annual_savings_peak_demand_savings_mw_residential,reporting_year_incremental_annual_savings_peak_demand_savings_mw_commercial,reporting_year_incremental_annual_savings_peak_demand_savings_mw_industrial,reporting_year_incremental_annual_savings_peak_demand_savings_mw_transportation,reporting_year_incremental_annual_savings_peak_demand_savings_mw_total,incremental_life_cycle_savings_energy_savings_mwh_residential,incremental_life_cycle_savings_energy_savings_mwh_commercial,incremental_life_cycle_savings_energy_savings_mwh_industrial,incremental_life_cycle_savings_energy_savings_mwh_transportation,incremental_life_cycle_savings_energy_savings_mwh_total,incremental_life_cycle_savings_peak_demand_savings_mw_residential,incremental_life_cycle_savings_peak_demand_savings_mw_commercial,incremental_life_cycle_savings_peak_demand_savings_mw_industrial,incremental_life_cycle_savings_peak_demand_savings_mw_transportation,incremental_life_cycle_savings_peak_demand_savings_mw_total,reporting_year_incremental_cost_customer_incentives_thousand_dollars_residential,reporting_year_incremental_cost_customer_incentives_thousand_dollars_commercial,reporting_year_incremental_cost_customer_incentives_thousand_dollars_industrial,reporting_year_incremental_cost_customer_incentives_thousand_dollars_transportation,reporting_year_incremental_cost_customer_incentives_thousand_dollars_total,reporting_year_incremental_cost_all_other_costs_thousand_dollars_residential,reporting_year_incremental_cost_all_other_costs_thousand_dollars_commercial,reporting_year_incremental_cost_all_other_costs_thousand_dollars_industrial,reporting_year_incremental_cost_all_other_costs_thousand_dollars_transportation,reporting_year_incremental_cost_all_other_costs_thousand_dollars_total,incremental_life_cycle_costs_customer_incentives_thousand_dollars_residential,incremental_life_cycle_costs_customer_incentives_thousand_dollars_commercial,incremental_life_cycle_costs_customer_incentives_thousand_dollars_industrial,incremental_life_cycle_costs_customer_incentives_thousand_dollars_transportation,incremental_life_cycle_costs_customer_incentives_thousand_dollars_total,incremental_life_cycle_costs_all_other_costs_thousand_dollars_residential,incremental_life_cycle_costs_all_other_costs_thousand_dollars_commercial,incremental_life_cycle_costs_all_other_costs_thousand_dollars_industrial,incremental_life_cycle_costs_all_other_costs_thousand_dollars_transportation,incremental_life_cycle_costs_all_other_costs_thousand_dollars_total,weighted_average_life_years_residential,weighted_average_life_years_commercial,weighted_average_life_years_industrial,weighted_average_life_years_transportation,weighted_average_life_years_website
2024,15263.0,The Potomac Edison Company,MD,PJM,46761,52916.33,20471.73,0,120149.06,9.771,8.32,3.067,0,21.158,201659.22,447432.11,173097.99,0,822189.32,9.771,8.32,3.067,0,21.158,7675.641,6988.865,2717.892,0,17382.398,6031.745,9260.638,3601.359,0,18893.742,7675.641,6988.865,2717.892,0,17382.398,6031.745,9260.638,3601.359,0,18893.742,4.313,8.455,8.455,0,https://www.psc.state.md.us/
2024,15270.0,Potomac Electric Power Co,MD,PJM,84443,80943,,,165386,16.1,12.9,,,29,286708,1019240,,,1305948,16.1,12.9,,,29,17044,27775,,,44819,10022,15957,,,25979,17044,27775,,,44819,10022,15957,,,25979,3.4,12.6,,,
2024,15296.0,New York Power Authority,NY,NYIS,0,19.188,0,9.959,29.147,0,4.94,0,0.063,5.003,0,287.827,0,149.392,437.219,0,4.94,0,0.063,5.003,0,0,0,0,0,0,6.001,0,3.605,9.606,0,0,0,0,0,0,6.001,0,3.605,9.606,,15,,15,
2024,15340.0,Presque Isle Elec & Gas Coop,MI,MISO,690.329,653.237,,,1343.566,0.109,0.106,,,0.215,7421.777,8470.455,,,15892.232,0.109,0.106,,,0.215,376.289,68.501,,,444.79,135.61,71.216,,,206.826,376.289,68.501,,,444.79,135.61,71.216,,,206.826,10.751,12.967,,,https://pieg.com/energy-optimization-rebates/
2024,15344.0,Polk-Burnett Electric Coop,WI,MISO,413,23,0,0,436,0.12,0.002,0,0,0.122,6748,322,0,0,7070,0.12,0.002,0,0,0.122,199.238,2.51,0,0,201.748,12.678,1.102,0,0,13.78,199.238,2.51,0,0,201.748,12.678,1.102,0,0,13.78,16.34,13.99,0,0,
2024,15419.0,PUD No 3 of Mason County,WA,BPAT,1155.344,12.99,37.942,0,1206.276,0.323,0,0.004,0,0.327,19107.325,129.9,189.71,0,19426.935,0.323,0,0,0,0.323,1636.915,4.181,35.301,0,1676.397,586.858,6.598,19.273,0,612.729,1636.915,4.181,35.301,0,1676.397,586.858,6.598,19.273,0,612.729,16.538,10,5,0,
2024,15466.0,Public Service Co of Colorado,CO,PSCO,73183,267571,86989,,427743,12,38,11,,61,1313451,3967038,1289712,,6570201,12,38,11,,61,15386,38397,7428,,61211,13163,15233,4099,,32495,15386,38397,7428,,61211,13163,15233,4099,,32495,17.947,14.826,14.826,,
2024,15470.0,"Duke Energy Indiana, LLC",IN,MISO,109889,72776,,,182665,16.38,13.2,,,29.58,352659,993090,,,1345749,16.38,13.2,,,29.58,2969,8793,,,11762,9410,7898,,,17308,2969,8793,,,11762,9410,7898,,,17308,3.2,13.6,,,
2024,15472.0,Public Service Co of NH,NH,ISNE,10138.669,53248.081,,,63386.75,1.499,8.098,,,9.597,170992.941,497388.207,,,668381.148,1.319,8.323,,,9.642,20566.392,16735.668,,,37302.06,5152.021,4300.3,,,9452.321,20566.392,16735.668,,,37302.06,5152.021,4300.3,,,9452.321,16.865,8.341,,,www.puc.nh.gov/VirtualFileRoom/Docket.aspx
2024,15473.0,Public Service Co of NM,NM,PNM,52442.006,17125.465,17831.999,,87399.47,11.28,3.598,2.626,,17.504,491656.022,154129.181,122233.169,,768018.372,11.28,3.598,2.626,,17.504,9315.497,3334.339,2488.092,,15137.928,7329.755,2310.676,2034.504,,11674.935,9315.497,3334.339,2488.092,,15137.928,7329.755,2310.676,2034.504,,11674.935,9.375,9,6.855,,
2024,15474.0,Public Service Co of Oklahoma,OK,SWPP,91557,43568,0,0,135125,45.58,129.73,0,0,175.31,775508,1034940,0,0,1810448,45.58,129.73,0,0,175.31,10921,11986,0,0,22907,7541,4901,0,0,12442,10921,11986,0,0,22907,7541,4901,0,0,12442,8.5,23.8,,,
2024,15477.0,Public Service Elec & Gas Co,NJ,PJM,118207.57,517203.81,0,0,635411.38,8.71,124.4,0,0,133.11,695367.93,7747370.84,0,0,8442738.77,8.71,124.4,0,0,133.11,176344.072,243899.445,0,0,420243.517,66214.697,67856.691,0,0,134071.388,176344.072,243899.445,0,0,420243.517,66214.697,67856.691,0,0,134071.388,5.88,14.98,0,0,
2024,15500.0,Puget Sound Energy Inc,WA,PSEI,106189.706,138785.312,13169.706,,258144.724,19.925,21.586,1.768,,43.279,1041018.308,1696738.875,146267.912,,2884025.095,19.925,21.586,1.768,,43.279,42436.081,48224.026,5358.225,,96018.332,10111.132,12603.563,1400.396,,24115.091,42436.081,48224.026,5358.225,,96018.332,10111.132,12603.563,1400.396,,24115.091,9.803,12.226,11.106,,www.utc.wa.gov 
2024,15671.0,Randolph Electric Member Corp,NC,CPLE,,70,,,70,,,,,,,1273,,,1273,,,,,,,5.381,,,5.381,,,,,,,5.381,,,5.381,,,,,,,15,,,
2024,15700.0,Rayle Electric Membership Corp,GA,SOCO,,,,,,,,,,,,,,,,,,,,,0.55,,,,0.55,,,,,,48.55,,,,48.55,,,,,,,,,,
2024,15748.0,Town of Reading - (MA),MA,ISNE,234.146,,,,234.146,0.043,,,,0.043,2318.155,,,,2318.155,0.039,,,,0.039,27.35,,,,27.35,2.86,,,,2.86,27.35,,,,27.35,2.86,,,,2.86,9.903,,,,https://www.rmld.com/my-residence/pages/residential-energy-efficiency-programs
2024,15783.0,City of Redding - (CA),CA,,32.322,0,0,,32.322,0.001,0,0,,0.001,335.93,0,0,,335.93,0.001,0,0,,0.001,10.6,0,0,,10.6,120,0,0,,120,10.6,0,0,,10.6,120,0,0,,120,10.393,0,0,,https://www.cmua.org/sb1037-reports
2024,15979.0,City of Richland - (WA),WA,BPAT,678,1708,1853,,4239,0.124,0.312,0.338,,0.774,20510,23051,10868,,54429,0.124,0.312,0.338,,0.774,789,253,147,,1189,,,,,,789,253,147,,1189,,,,,,30.27,13.49,5.87,,
2024,16060.0,Riverland Energy Cooperative,WI,MISO,442,581,0,0,1023,0.062,0.082,0,0,0.144,6724,7572,0,0,14296,0.062,0.082,0,0,0.144,92.925,22.508,0,0,115.433,7.125,0.3,0,0,7.425,92.925,22.508,0,0,115.433,7.125,0.3,0,0,7.425,15.212,13.032,0,0,
2024,16088.0,City of Riverside - (CA),CA,CISO,4419,9116,,,13535,0.5,1,,,1.5,93983,102002,,,195985,0.5,1,,,1.5,1927,2606,,,4533,,,,,,1927,2606,,,4533,,,,,,21.27,11.19,,,
2024,16101.0,Roanoke Electric Member Corp,NC,PJM,147,,,,147,0.05,,,,0.05,1764,,,,1764,0.05,,,,0.05,376,,,,376,,,,,,376,,,,376,,,,,,12,,,,
2024,16181.0,Rochester Public Utilities,MN,MISO,2614,9941,5108,0,17663,0.33,1.56,0.89,0,2.78,37056,135955,48589,0,221600,0.33,1.56,0.89,0,2.78,467,894,209,0,1570,340,235,36,0,611,467,894,209,0,1570,340,235,36,0,611,10,10,10,,
2024,16183.0,Rochester Gas & Electric Corp,NY,NYIS,24140.17,30787.77,,,54927.94,4.06,4.49,,,8.55,279448.33,395992.24,,,675440.57,4.06,4.49,,,8.55,5125.953,5381.167,,,10507.12,2855.192,1695.352,,,4550.544,5125.953,5381.167,,,10507.12,2855.192,1695.352,,,4550.544,15,15,,,
2024,16213.0,Rockland Electric Co,NJ,PJM,7501,6915,0,0,14416,0.335,1.373,0,0,1.708,56335,99232,0,0,155567,0.335,1.373,0,0,1.708,870,2933,0,0,3803,1722,856,0,0,2578,870,2933,0,0,3803,1722,856,0,0,2578,7.5,14.4,,,
2024,16295.0,City of Roseville - (CA),CA,BANC,13401,1012,0,,14413,0.036,0.3,0,,0.336,20417,11214,0,,31631,0.036,0.3,0,,0.336,217,149,0,,366,867,348,0,,1215,217,149,0,,366,867,348,0,,1215,5.958,11.112,0,,
2024,16534.0,Sacramento Municipal Util Dist,CA,BANC,43211,20885,0,0,64096,10.3,0.6,0,0,10.9,398029,216971,0,0,615000,10.3,0.6,0,0,10.9,21082,11418,0,0,32500,14510,7679,0,0,22189,21082,11418,0,0,32500,14510,7679,0,0,22189,13.129,11.892,0,0,
2024,16555.0,Salem Electric - (OR),OR,BPAT,657,325,,,982,4.1,2.6,,,6.7,14618,4388,,,19006,4.1,2.6,,,6.7,410,91,,,501,150,51,,,201,410,91,,,501,150,51,,,201,22.25,13.5,,,
2024,16572.0,Salt River Project,AZ,SRP,445817,208515,,,654332,114.54,45,,,159.54,2991312,3478888,,,6470200,115,45,,,160,19051,14482,,,33533,9108,7547,,,16655,19051,14482,,,33533,9108,7547,,,16655,6.71,16.68,,,
2024,16603.0,"San Luis Valley R E C, Inc",CO,WACM,134.37,264.246,,,398.616,0.13,1.14,,,1.27,1983.57,668.72,,,2652.29,0.13,1.14,,,1.27,23.507,705.997,,,729.504,0,0,,,0,23.507,705.997,,,729.504,0,0,,,0,15.85,12,,,
2024,16604.0,City of San Antonio - (TX),TX,ERCO,63086,123613,,,186699,20.67,23.83,,,44.5,887284,1502678,,,2389962,20.67,23.83,,,44.5,32291.357,16439.613,,,48730.97,3789.028,816.131,,,4605.159,32291.357,16439.613,,,48730.97,3789.028,816.131,,,4605.159,14.06,12.1,,,
2024,16606.0,"Santee Electric Coop, Inc",SC,SC,246,,,,246,,,,,,2952,,,,2952,,,,,,,,,,,11.2,,,,11.2,,,,,,172.4,,,,172.4,12,,,,
2024,16609.0,San Diego Gas & Electric Co,CA,CISO,126053.756,132421.897,21454.164,0,279929.817,32.51,23.472,2.855,0,58.837,1234312.432,1866173.937,304196.892,0,3404683.261,19.194,13.858,1.686,0,34.738,3614.23,2871.29,39.788,0,6525.308,18637.799,14806.619,205.176,0,33649.594,3614.23,2871.29,39.788,0,6525.308,18637.799,14806.619,205.176,0,33649.594,9.792,14.093,14.179,0,
2024,16612.0,City & County of San Francisco,CA,CISO,,745.155,,,745.155,,0.072,,,0.072,,11177.318,,,11177.318,,0.072,,,0.072,,129.47,,,129.47,,0,,,0,,129.47,,,129.47,,0,,,0,,15,,,
2024,16622.0,"San Miguel Power Assn, Inc",CO,WACM,616.52,221.69,,,838.21,0.12,0.01,,,0.13,9889.58,2660.26,,,12549.84,0.12,0.01,,,0.13,117.938,5.139,,,123.077,,,,,,117.938,5.139,,,123.077,,,,,,15.47,12,,,
2024,16655.0,City of Santa Clara - (CA),CA,CISO,43,15853,0,0,15896,0.001,1.6,0,0,1.601,111,210736,0,0,210847,0.001,1.4,0,0,1.401,13,942,0,0,955,1814,2012,0,0,3826,13,942,0,0,955,1814,2012,0,0,3826,5.187,14.998,0,0,"This is based on last fiscal year (FY 2023-2024), as that is how we report the data. Note that we combine data for all business rebates under Commercial. We don't separate out the industrial, so it will show zeros. For residential, where there are zeros in demand, this is because it is in MW, and the demand savings are so low that the tool rounds down rather than going out that many decimal places."
2024,16674.0,Satilla Rural Elec Member Corporation,GA,SOCO,24,,,,24,0.12,,,,0.12,1167,,,,1167,0.094,,,,0.094,0.628,,,,0.628,4.45,,,,4.45,39.39,,,,39.39,55,,,,55,10,,,,
2024,16740.0,Scenic Rivers Energy Coop,WI,MISO,488,24,0,0,512,0.057,0.001,0,0,0.058,6994,338,0,0,7332,0.057,0.001,0,0,0.058,64.005,0.914,0,0,64.919,60.126,0.601,3.608,0,64.335,64.005,0.914,0,0,64.919,60.126,0.601,3.608,0,64.335,14.332,14.1,0,0,
2024,16865.0,Sawnee Electric Membership Corporation,GA,SOCO,703.01,80,0,0,783.01,0.536,0.001,0,0,0.537,4477.06,158,0,0,4635.06,0.536,0.001,0,0,0.537,75.037,2.592,,,77.629,88.508,3.523,,,92.031,75.037,2.592,,,77.629,88.508,3.523,,,92.031,12.14,15,,,
2024,16868.0,City of Seattle - (WA),WA,SCL,20016.167,38043.296,13040.763,,71100.226,3.506,7.029,2.384,,12.919,154604.873,457546.722,145130.654,,757282.249,2.581,5.749,2.157,,10.487,2287.74,8090.05,0,,10377.79,7776.515,11431.58,1103.323,,20311.418,2287.74,8090.05,0,,10377.79,7776.515,11431.58,1103.323,,20311.418,7.724,12.027,11.129,,N/A
2024,16971.0,Shakopee Public Utilities Comm,MN,MISO,1310.613,,6327.229,0,7637.842,0.233,,2.422,0,2.655,11426.687,,50617.832,0,62044.519,0.233,,2.422,0,2.655,272.741,,317.847,0,590.588,41.742,,97.397,0,139.139,272.741,,317.847,0,590.588,41.742,,97.397,0,139.139,8.72,0,8,0,
2024,17166.0,Sierra Pacific Power Co,NV,NEVP,12055,31869,,,43924,3.2,3.9,,,7.1,21936,402974,,,424910,3.2,3.9,,,7.1,1974.49,1455.54,,,3430.03,3038.81,2805.08,,,5843.89,1974.49,1455.54,,,3430.03,3038.81,2805.08,,,5843.89,1.8,12.6,,,puc.nv.gov/utilities/electric
2024,17252.0,Singing River Elec Cooperative,MS,MISO,452.1,,,,452.1,0.3,,,,0.3,6947.5,,,,6947.5,0.3,,,,0.3,104.7,,,,104.7,121.6,,,,121.6,104.7,,,,104.7,121.6,,,,121.6,15.37,,,,
2024,17267.0,Sioux Valley SW Elec Coop,MN,SWPP,136,42,,,178,0.014,0.011,,,0.025,2980,924,,,3904,0.014,0.011,,,0.025,18.55,3.25,,,21.8,,,,,,60.67,3.25,,,63.92,,,,,,15,22,,,
2024,17267.0,Sioux Valley SW Elec Coop,SD,SWPP,1098,224,,,1322,0.119,0.008,,,0.127,23993,4928,,,28921,0.119,0.008,,,0.127,296.75,20.78,,,317.53,,,,,,662.87,20.78,,,683.65,,,,,,15,22,,,
2024,17470.0,PUD No 1 of Snohomish County,WA,BPAT,10492.711,24109.933,16838.591,0,51441.235,2.396,5.505,3.844,0,11.745,135978.326,319714.599,209834.749,0,665527.674,1.447,3.197,2.232,0,6.876,1171.251,8477.931,5938.681,0,15587.863,450.428,3260.359,2283.839,0,5994.626,1171.251,8477.931,5938.681,0,15587.863,450.428,3260.359,2283.839,0,5994.626,12.959,13.261,12.462,0,
2024,17539.0,"Dominion Energy South Carolina, Inc",SC,SCEG,32295,27530.678,3542.322,,63368,8,3.5,0.5,,12,193770,330368,46050,,570188,8,5,1,,14,11339,6659,857,,18855,3179,3648,469,,7296,11339,6659,857,,18855,3179,3648,469,,7296,6,12,13,,
2024,17543.0,South Carolina Public Service Authority,SC,SC,8585.591,4473.393,,,13058.984,1.404,0.937,,,2.341,179384.721,54499.807,,,233884.528,1.404,0.937,,,2.341,2699.643,391.821,,,3091.464,744.937,465.086,,,1210.023,2699.643,391.821,,,3091.464,744.937,465.086,,,1210.023,20.894,12.183,,,
2024,17548.0,South Central Public Pwr Dist,NE,SWPP,80.636,29.73,370.13,0,480.496,0.017,0.005,0.001,0,0.023,1374.679,327.03,3090.935,0,4792.644,0.017,0.005,0.001,0,0.023,46.731,1.419,15.523,0,63.673,3.633,0.11,1.207,0,4.95,46.731,1.419,15.523,0,63.673,3.633,0.11,1.207,0,4.95,17.05,11,8.35,0,
2024,17572.0,South River Elec Member Corp,NC,CPLE,409.13,,,,409.13,0.25,,,,0.25,18886.14,,,,18886.14,0.3,,,,0.3,5.552,,,,5.552,,,,,,155.602,,,,155.602,,,,,,16.5,,,,
2024,17599.0,Southeastern Indiana R E M C,IN,MISO,282,0,0,,282,0.053,0,0,,0.053,15809.1,0,0,,15809.1,0.055,0,0,,0.055,95.4,0,0,,95.4,0,0,0,,0,1395.019,0,0,,1395.019,0,0,0,,0,15.1,,,,
2024,17609.0,Southern California Edison Co,CA,CISO,93277.961,25739.868,31381.431,0,150399.26,22.991,2.479,4.164,0,29.634,168950.256,204625.944,156907.157,0,530483.357,22.991,2.479,4.164,0,29.634,23899.383,11277.653,782.622,0,35959.658,27572.908,79219.729,2851.413,0,109644.05,23899.383,11277.653,782.622,0,35959.658,27572.908,79219.729,2851.413,0,109644.05,1.8,8,5,0,https://cedars.cpuc.ca.gov/
2024,17612.0,Bear Valley Electric Service,CA,CISO,6.74,,,,6.74,0.003,,,,0.003,97.7,,,,97.7,0.003,,,,0.003,30.1,,,,30.1,11.6,,,,11.6,30.1,,,,30.1,11.6,,,,11.6,14.487,,,,
2024,17633.0,Southern Indiana Gas & Elec Co,IN,MISO,9498,17539,8254,,35291,1.3,2.6,1.3,,5.2,94094,227042,106843,,427979,1.3,2.7,1.3,,5.3,1063.349,1412.563,664.736,,3140.648,2582.991,1930.769,908.597,,5422.357,1063.349,1412.563,664.736,,3140.648,2582.991,1930.769,908.597,,5422.357,9.9,12.9,12.9,,
2024,17637.0,Southern Maryland Elec Coop Inc,MD,PJM,41945,39098,0,0,81043,18.4,3.2,0,0,21.6,285904,742629,0,0,1028533,18.4,3.2,0,0,21.6,8672.995,5304.999,0,0,13977.994,7127.207,2093.185,0,0,9220.392,8672.995,5304.999,0,0,13977.994,7127.207,2093.185,0,0,9220.392,7,19,,,
2024,17642.0,Southern Public Power District,NE,SWPP,412.487,534.007,1378.541,0,2325.035,0.093,0.077,0.004,0,0.174,6821.221,5874.077,10597.993,0,23293.291,0.093,0.077,0.004,0,0.174,123.24,15.212,67.69,0,206.142,7.682,8.21,40.858,0,56.75,123.24,15.212,67.69,0,206.142,7.682,8.21,40.858,0,56.75,16.537,11,7.688,0,
2024,17647.0,Southern Pine Electric Cooperative,MS,MISO,487.6,,,,487.6,0.2,,,,0.2,8533.5,,,,8533.5,0.2,,,,0.2,81.7,,,,81.7,,,,,,81.7,,,,81.7,,,,,,17.54,,,,
2024,17698.0,Southwestern Electric Power Co,AR,SWPP,25591,16406,,,41997,6.4,10.3,,,16.7,270917,353075,,,623992,6.4,10.3,,,16.7,3065,3458,,,6523,2233,3328,,,5561,3065,3458,,,6523,2233,3328,,,5561,10.6,21.5,,,
2024,17698.0,Southwestern Electric Power Co,LA,SWPP,7148,11552,,,18700,2.7,2.96,,,5.66,153941,121158,,,275099,2.7,2.96,,,5.66,2076.02,943.66,,,3019.68,506.67,234.6,,,741.27,2076.02,943.66,,,3019.68,506.67,234.6,,,741.27,21.5,10.5,,,
2024,17698.0,Southwestern Electric Power Co,TX,SWPP,5996,22541,,,28537,2.9,9.5,,,12.4,98152,176456,,,274608,2.9,9.5,,,12.4,2198,1768,,,3966,319,250,,,569,2198,1768,,,3966,319,250,,,569,16.4,7.8,,,
2024,17718.0,Southwestern Public Service Co,NM,SWPP,34737,9891,39981,,84609,20,2,6,,28,465234,168021,615769,,1249024,20,2,6,,28,2614,352,2776,,5742,2858,706,3203,,6767,2614,352,2776,,5742,2858,706,3203,,6767,13.393,16.987,15.401,,
2024,17718.0,Southwestern Public Service Co,TX,SWPP,7350,9165,,,16515,2,9,,,11,87383.7,133004.34,,,220388.04,2,9,,,11,2071,1855,,,3926,161,458,,,619,2071,1855,,,3926,161,458,,,619,11.889,14.512,,,
2024,17828.0,City of Springfield - (IL),IL,MISO,407.37,1840.595,,,2247.965,0.382,0.503,,,0.885,5996.89,18302.868,,,24299.758,0.352,0.469,,,0.821,95.035,51.939,,,146.974,125,57.808,,,182.808,95.035,51.939,,,146.974,125,57.808,,,182.808,14.38,15,,,www.cwlp.com
2024,17832.0,Snapping Shoals El Member Corp,GA,SOCO,16854.22,2809.09,2256.35,,21919.66,4.142,0.784,0.612,,5.538,269951.09,43905.27,35268.47,,349124.83,3.899,0.738,0.576,,5.213,131.825,2.7,0.888,,135.413,57.509,7.699,0.602,,65.81,3010.225,15.726,10.527,,3036.478,3757.516,238.195,171.068,,4166.779,25,25,25,,
2024,17833.0,City Utilities of Springfield - (MO),MO,SWPP,484,390,0,0,874,0.89,0.43,0,0,1.32,7671,3687,0,0,11358,0.89,0.3,0,0,1.19,340,193,0,0,533,39,0,0,0,39,340,193,0,0,533,39,0,0,0,39,15,10,,,
2024,17839.0,City of Springfield - (OR),OR,BPAT,867.464,429.589,193.097,,1490.15,0.234,0.088,0.055,,0.377,11591.248,4563.36,2270.229,,18424.837,0.234,0.088,0.055,,0.377,633.928,79.335,22.462,,735.725,259.585,128.553,57.784,,445.922,633.928,79.335,22.462,,735.725,259.585,128.553,57.784,,445.922,13.362,10.623,11.757,,None.
2024,17896.0,City of Shasta Lake - (CA),CA,BANC,58,22,0,,80,0.019,0,0,,0.019,708,266,0,,974,0.019,0,0,,0.019,48,7,0,,55,64,2,0,,66,48,7,0,,55,64,2,0,,66,13.533,11.933,0,,
2024,18252.0,City of Sturgis - (MI),MI,PJM,22.25,892,,,914.25,0.004,0.153,,,0.157,192.13,13004,,,13196.13,0.003,0.117,,,0.12,4.58,81.85,,,86.43,30.05,73.44,,,103.49,4.58,81.85,,,86.43,30.05,73.44,,,103.49,8.64,14.58,,,
2024,18280.0,Sulphur Springs Valley E C Inc,AZ,WALC,265.075,0,0,,265.075,7.961,0,0,,7.961,2650.75,0,0,,2650.75,1.982,0,0,,1.982,57.9,0,0,,57.9,3.9,0,0,,3.9,57.9,0,0,,57.9,3.9,0,0,,3.9,10,10,10,10,
2024,18304.0,"Sumter Electric Coop, Inc",FL,SEC,77.632,27.068,0,0,104.7,0,0,0,0,0,956.42,310.412,0,0,1266.832,0,0,0,0,0,0,0,0,0,0,468.95,73.05,0,0,542,0,0,0,0,0,468.95,73.05,0,0,542,12.32,11.47,0,0,
2024,18339.0,Surry-Yadkin Elec Member Corp,NC,DUK,142.88,,,,142.88,2.675,,,,2.675,40439.99,,,,40439.99,3.397,,,,3.397,25.825,,,,25.825,0,,,,0,231.55,,,,231.55,0,,,,0,16.77,,,,
2024,18360.0,Suwannee Valley Elec Coop Inc,FL,SEC,541.441,0,0,0,541.441,0.027,0,0,0,0.027,5211.318,0,0,0,5211.318,0.027,0,0,0,0.027,0,0,0,0,0,1262.116,0,0,0,1262.116,0,0,0,0,0,1262.116,0,0,0,1262.116,9.379,0,0,0,
2024,18429.0,City of Tacoma - (WA),WA,TPWR,13838.487,7312.53,15818.509,0,36969.526,0,0,0,0,0,13838.487,7312.53,15818.509,0,36969.526,,,,,,2134.971,952.205,1840.968,0,4928.144,779.319,11.258,24.775,0,815.352,2134.971,952.205,1840.968,0,4928.144,779.319,11.258,24.775,0,815.352,1,1,1,0,
2024,18445.0,City of Tallahassee - (FL),FL,TAL,5505.371,138.953,,,5644.324,0.837,0.003,,,0.84,61943.438,2496.78,,,64440.218,0.837,0.003,,,0.84,1159.206,29.961,,,1189.167,820.272,46.149,,,866.421,1159.206,29.961,,,1189.167,820.272,46.149,,,866.421,11.22,18,,,www.Talgov.com
2024,18449.0,"Talquin Electric Coop, Inc",FL,SEC,635.715,,,,635.715,0,,,,0,5266.609,,,,5266.609,,,,,,,,,,,445.7,,,,445.7,,,,,,445.7,,,,445.7,8.285,,,,
2024,18454.0,Tampa Electric Co,FL,TEC,20575,73047,8116,,101738,5.61,6.569,0.73,,12.909,469010,334868,37208,,841086,9.26,3.72,0.413,,13.393,2486,29259,3251,,34996,4434,1640,182,,6256,2486,29259,3251,,34996,4434,1640,182,,6256,20,20,20,,
2024,18488.0,City of Taunton,MA,ISNE,96.606,,,,96.606,2,,,,2,96.606,,,,96.606,2,,,,2,0.475,,,,0.475,161.971,,,,161.971,0.475,,,,0.475,161.971,,,,161.971,1,,,,
2024,18498.0,Taylor County Rural E C C,KY,PJM,15.037,,,,15.037,0.659,,,,0.659,343,,,,343,0.659,,,,0.659,2,,,,2,,,,,,2,,,,2,,,,,,22.8,,,,
2024,18642.0,Tennessee Valley Authority,AL,TVA,18950,5387,21383,0,45720,1.2,0.8,0.5,0,2.5,282395,75817,142412,0,500624,1.2,0.8,0.5,0,2.5,1728,504,305,0,2537,5805,132,979,0,6916,1728,504,305,0,2537,5805,132,979,0,6916,15,14,7,0,
2024,18642.0,Tennessee Valley Authority,GA,TVA,1066,671,92,0,1829,0.1,0.1,0,0,0.2,14486,9419,1293,0,25198,0.1,0.1,0,0,0.2,320,242,9,0,571,836,23,1,0,860,320,242,9,0,571,836,23,1,0,860,14,14,14,0,
2024,18642.0,Tennessee Valley Authority,KY,TVA,2137,3509,2063,0,7709,0.8,0.5,0.2,0,1.5,28488,44759,29475,0,102722,0.8,0.5,0.2,0,1.5,292,512,137,0,941,808,114,70,0,992,292,512,137,0,941,808,114,70,0,992,13,13,14,0,
2024,18642.0,Tennessee Valley Authority,MS,TVA,5089,23497,7068,0,35654,0.5,4.4,0.7,0,5.6,70097,346273,93740,0,510110,0.5,4.4,0.7,0,5.6,391,2302,420,0,3113,1711,489,256,0,2456,391,2302,420,0,3113,1711,489,256,0,2456,14,15,13,0,
2024,18642.0,Tennessee Valley Authority,NC,TVA,135,97,0,0,232,0,0,0,0,0,1799,1451,0,0,3250,0,0,0,0,0,59,7,0,0,66,25,1,0,0,26,59,7,0,0,66,25,1,0,0,26,13,15,0,0,
2024,18642.0,Tennessee Valley Authority,TN,TVA,54440,101705,25124,0,181269,6.5,9.2,2.8,0,18.5,739468,1427187,347292,0,2513947,6.5,9.2,2.8,0,18.5,5663,9802,1913,0,17378,22919,2456,771,0,26146,5663,9802,1913,0,17378,22919,2456,771,0,26146,14,14,14,0,
2024,18642.0,Tennessee Valley Authority,VA,TVA,25,4,0,0,29,0,0,0,0,0,303,56,0,0,359,0,0,0,0,0,3,1,0,0,4,2,1,0,0,3,3,1,0,0,4,2,1,0,0,3,12,15,0,0,
